date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,fifa_rank_home,fifa_rank_away,fifa_rank_diff
2026-06-06,4732765,Southern Stampede,Botany Swarm,NZIHL,06-06-2026 07:00,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,0,0,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4638529,Taranaki Mountainairs,Auckland Huskies,NBL,06-06-2026 07:30,upcoming,,9.1,9.1,81.8,11,0,0,,0,0,0,1,1,1,,0.3333,,,,0,0,0,0,0,0,,,
2026-06-06,4727222,China U23,Tajikistan U23,U23 Friendly International,06-06-2026 07:30,upcoming,,60.7,10.7,28.7,122,129,96,-33,1,2,2,1,0,0,0.2,1.0,-0.8,,,0,0,0,0,0,0,,,
2026-06-06,4688198,Perth Thunder,Adelaide Adrenaline,AIHL,06-06-2026 08:00,upcoming,,25.0,25.0,50.0,4,5,1,-4,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,,,
2026-06-06,4726660,Yokohama F. Marinos,Shimizu S-Pulse,J1 League,06-06-2026 08:00,upcoming,,65.2,13.0,21.7,161,310,26,-284,2,1,0,2,0,0,0.6667,1.0,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4732760,KIA Tigers,Samsung Lions,KBO,06-06-2026 08:00,upcoming,,57.1,14.3,28.6,7,4,12,8,1,1,0,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4732762,Doosan Bears,Kiwoom Heroes,KBO,06-06-2026 08:00,upcoming,,33.3,33.3,33.3,3,3,10,7,1,1,2,0,0,0,0.25,,,,,0,0,0,0,0,0,,,
2026-06-06,4732763,Lotte Giants,Hanwha Eagles,KBO,06-06-2026 08:00,upcoming,,20.0,20.0,60.0,5,3,11,8,0,0,1,1,0,2,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4732764,NC Dinos,LG Twins,KBO,06-06-2026 08:00,upcoming,,20.0,20.0,60.0,5,11,12,1,0,1,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4626470,Yomiuri Giants,Chiba Lotte Marines,NPB,06-06-2026 09:00,upcoming,,71.4,14.3,14.3,7,14,5,-9,1,1,1,0,1,0,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4697822,Serbia U19,Kazakhstan U19,Euro U19 Qualification,06-06-2026 09:00,upcoming,,65.4,11.5,23.1,26,72,45,-27,1,1,2,2,0,0,0.25,1.0,-0.75,,,0,0,0,0,0,0,,,
2026-06-06,4726525,Kashiwa Reysol,Kyoto,J1 League,06-06-2026 09:00,upcoming,,63.1,12.7,24.2,157,112,21,-91,1,1,1,0,1,0,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4731617,M. Granollers/ H. Zeballos,Heliovaara H./Patten H.,Roland Garros - Doubles (M),06-06-2026 09:00,upcoming,,61.2,2.0,36.7,49,1,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,COURT PHILIPPE CHATRIER,,0,0,0,0,0,0,,,
2026-06-06,4731713,Hynek Barton,Alex Molcan,Prostejov,06-06-2026 09:00,upcoming,,13.0,4.3,82.6,23,0,2,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731726,Azkara A./Duran T.,Badenhorst D./Koenig L.,Centurion,06-06-2026 09:00,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731761,Nikoloz Basilashvili,Marc-Andrea Huesler,Stuttgart,06-06-2026 09:00,upcoming,,81.0,4.8,14.3,21,46,1,-45,0,0,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731764,Tom Gentzsch,Gauthier Onclin,Stuttgart,06-06-2026 09:00,upcoming,,25.0,8.3,66.7,12,0,0,,0,0,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731770,Martin Damm,Max Houkes,Hertogenbosch,06-06-2026 09:00,upcoming,,71.4,7.1,21.4,14,0,0,,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731774,Thijmen Loof,Juan Pablo Ficovich,Hertogenbosch,06-06-2026 09:00,upcoming,,20.0,20.0,60.0,5,0,1,,0,1,0,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731901,Greet Minnen,Viktoriya Tomova,Hertogenbosch,06-06-2026 09:00,upcoming,,60.0,20.0,20.0,5,1,1,0,0,1,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731903,Katie Volynets,Nao Hibino,Hertogenbosch,06-06-2026 09:00,upcoming,,66.7,16.7,16.7,6,1,1,0,0,1,0,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731904,Ella Seidel,Claire Liu,Hertogenbosch,06-06-2026 09:00,upcoming,,46.2,7.7,46.2,13,0,1,,0,0,0,0,1,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731911,Maddison Inglis,Alycia Parks,Queen's,06-06-2026 09:00,upcoming,,10.0,10.0,80.0,10,8,2,-6,0,0,0,0,1,0,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4732744,Drobak/Frogn IL,Rakkestad,NM Cupen,06-06-2026 09:00,upcoming,,47.4,31.6,21.1,19,0,0,,0,,,,,,,,,,,0,0,0,0,0,0,,,
2026-06-06,4667050,Chuncheon Citizen,Daejeon Korail,K League 3,06-06-2026 10:00,upcoming,,60.0,20.0,20.0,5,1,2,1,2,1,1,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4667051,Ulsan Citizen,Gangneung City,K League 3,06-06-2026 10:00,upcoming,,28.6,42.9,28.6,7,9,2,-7,0,0,2,0,1,2,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4726284,Iran (W),Indonesia (W),AVC Women's Cup,06-06-2026 10:00,upcoming,,75.0,12.5,12.5,8,2,1,-1,0,1,0,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4726663,Kawasaki Frontale,Hiroshima Sanfrecce,J1 League,06-06-2026 10:00,upcoming,,51.8,15.4,32.8,195,390,156,-234,0,1,3,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4728509,Sagan Tosu,Shonan Bellmare,J2 League,06-06-2026 10:00,upcoming,,47.4,21.1,31.6,19,25,21,-4,0,4,4,4,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731715,Henri Squire,Emilio Nava,Bad Rappenau,06-06-2026 10:00,upcoming,,12.9,3.2,83.9,31,0,2,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731748,Nikola Bartunkova,Ashlyn Krueger,Birmingham,06-06-2026 10:00,upcoming,,55.6,5.6,38.9,18,0,1,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731782,Grei,Holmlia,NM Cupen,06-06-2026 10:00,upcoming,,50.0,25.0,25.0,16,0,0,,0,,,,,,,,,,,0,0,0,0,0,0,,,
2026-06-06,4731783,Alexandra Eala,Rebeka Masarova,Birmingham,06-06-2026 10:00,upcoming,,80.6,2.8,16.7,36,3,1,-2,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731910,Heather Watson,Beatriz Haddad Maia,Queen's,06-06-2026 10:00,upcoming,,13.0,4.3,82.6,23,42,106,64,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731914,Storm Hunter,Aliaksandra Sasnovich,Queen's,06-06-2026 10:00,upcoming,,33.3,33.3,33.3,3,0,2,,0,1,0,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731915,Shuai Zhang,Hannah Klugman,Queen's,06-06-2026 10:00,upcoming,,60.0,20.0,20.0,5,14,0,,0,0,1,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731917,Antonia Ruzic,Aoi Ito,Queen's,06-06-2026 10:00,upcoming,,50.0,16.7,33.3,6,0,0,,0,1,0,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731605,Khololwam Montsi,Alexander Donski,Centurion,06-06-2026 10:10,upcoming,,10.0,10.0,80.0,10,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731766,Sebastian Baez,Nikolas Sanchez-Izquierdo,Prostejov,06-06-2026 10:10,upcoming,,86.4,4.5,9.1,22,62,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731768,Mackenzie McDonald,Niels Visker,Hertogenbosch,06-06-2026 10:10,upcoming,,75.0,8.3,16.7,12,5,0,,0,1,0,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731773,Michael Geerts,Elias Ymer,Hertogenbosch,06-06-2026 10:10,upcoming,,25.0,25.0,50.0,4,0,2,,0,1,0,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731899,Anouck Vrancken Peeters,Anouk Koevermans,Hertogenbosch,06-06-2026 10:10,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731902,Carol Young Suh Lee,Lin Zhu,Hertogenbosch,06-06-2026 10:10,upcoming,,33.3,33.3,33.3,3,0,1,,0,0,0,0,1,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731905,Hanne Vandewinkel,Mona Barthel,Hertogenbosch,06-06-2026 10:10,upcoming,,60.0,20.0,20.0,5,0,38,,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4655836,Hwaseong,Suwon Bluewings,K League 2,06-06-2026 10:30,upcoming,,42.4,15.3,42.4,59,1,129,128,1,1,1,0,1,2,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4660690,Gyeongnam,Yongin,K League 2,06-06-2026 10:30,upcoming,,59.4,21.9,18.8,32,20,0,,0,1,2,2,2,2,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4731760,Luca Castelnuovo,Jurij Rodionov,Stuttgart,06-06-2026 10:30,upcoming,,20.0,10.0,70.0,10,0,1,,0,0,0,0,1,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731765,Sho Shimabukuro,Stefanos Sakellaridis,Stuttgart,06-06-2026 10:30,upcoming,,66.7,5.6,27.8,18,1,0,,0,1,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4688119,FC Lida,Volna Pinsk,Pershaya Liga,06-06-2026 11:00,upcoming,,33.3,41.7,25.0,12,3,2,-1,2,0,0,1,1,0,1.0,0.5,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4714795,Thailand U23,South Korea U23,U23 Friendly International,06-06-2026 11:00,upcoming,,32.1,12.3,55.6,81,136,329,193,0,1,2,4,0,1,0.0,0.8,-0.8,,,0,0,0,0,0,0,,,
2026-06-06,4719084,FC Jazz Juniorit,VJS,Ykkonen,06-06-2026 11:00,upcoming,,40.9,36.4,22.7,22,4,1,-3,0,1,1,2,0,1,0.0,0.6667,-0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4731892,Diego Dedura-Palomero,Luka Mikrut,Bad Rappenau,06-06-2026 11:10,upcoming,,57.9,5.3,36.8,19,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731909,Ekaterine Gorgodze,Kamilla Rakhimova,Queen's,06-06-2026 11:10,upcoming,,33.3,33.3,33.3,3,0,1,,0,0,0,0,1,0,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731912,Elsa Jacquemot,Hanyu Guo,Queen's,06-06-2026 11:10,upcoming,,50.0,25.0,25.0,4,1,0,,0,1,0,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731916,Tatjana Maria,Miyazaki Yuriko Lily,Queen's,06-06-2026 11:10,upcoming,,71.4,14.3,14.3,7,2,0,,0,1,0,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731631,Harold Mayot,Philip Henning,Centurion,06-06-2026 11:20,upcoming,,72.7,9.1,18.2,11,1,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731712,Liutarevich I./Pieczonka F.,Karol M./Paulson A.,Prostejov,06-06-2026 11:20,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731767,Sander Jong,Shintaro Mochizuki,Hertogenbosch,06-06-2026 11:20,upcoming,,16.7,16.7,66.7,6,0,1,,0,1,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731769,Coleman Wong,James Mccabe,Hertogenbosch,06-06-2026 11:20,upcoming,,44.4,11.1,44.4,9,1,0,,0,1,0,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731771,Alec Deckers,Bernard Tomic,Hertogenbosch,06-06-2026 11:20,upcoming,,25.0,25.0,50.0,4,0,92,,0,1,0,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731772,Benjamin Bonzi,Marc Polmans,Hertogenbosch,06-06-2026 11:20,upcoming,,80.0,10.0,10.0,10,4,1,-3,0,0,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731900,Yue Yuan,Robin Montgomery,Hertogenbosch,06-06-2026 11:20,upcoming,,66.7,16.7,16.7,6,1,0,,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4668221,China (W),Serbia (W),Volleyball Nations League (W),06-06-2026 11:30,upcoming,,51.1,2.2,46.7,45,93,81,-12,1,0,0,0,1,1,1.0,0.0,1.0,Nanjing Olympic Sports Center Gymnasium,,0,0,0,0,0,0,,,
2026-06-06,4731759,Yu Hsiou Hsu,Alexis Galarneau,Stuttgart,06-06-2026 11:40,upcoming,,28.6,14.3,57.1,7,0,1,,0,1,0,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731763,Pierre-Hugues Herbert,Daniil Glinka,Stuttgart,06-06-2026 11:40,upcoming,,57.1,14.3,28.6,7,10,0,,0,1,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4678184,Israel (W),Romania (W),European League (W),06-06-2026 12:00,upcoming,,64.3,7.1,28.6,14,2,5,3,1,0,1,1,1,1,0.5,0.3333,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4688120,Dinamo Minsk II Reserve,Uni Minsk,Pershaya Liga,06-06-2026 12:00,upcoming,,16.7,66.7,16.7,6,1,0,,2,2,1,0,1,0,0.4,0.0,0.4,,,0,0,0,0,0,0,,,
2026-06-06,4731606,Otto Virtanen,Kamil Majchrzak,Birmingham,06-06-2026 12:00,upcoming,,37.5,2.5,60.0,40,1,2,1,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731710,Arthur Fery,Bu Yunchaokete,Birmingham,06-06-2026 12:00,upcoming,,73.9,4.3,21.7,23,0,1,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731755,Østsiden,Råde,NM Cupen,06-06-2026 12:00,upcoming,,40.0,10.0,50.0,10,0,0,,,,,0,0,,,,,,,0,0,0,0,0,0,,,
2026-06-06,4731756,Steinkjer,Kvik Halden,NM Cupen,06-06-2026 12:00,upcoming,,66.7,16.7,16.7,6,0,0,,,,,0,0,0,,,,,,0,0,0,0,0,0,,,
2026-06-06,4731907,Jodie Anna Burrage,Anna Blinkova,Queen's,06-06-2026 12:20,upcoming,,33.3,33.3,33.3,3,0,2,,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731908,Priscilia Hon,Polina Kudermetova,Queen's,06-06-2026 12:20,upcoming,,33.3,33.3,33.3,3,0,1,,0,0,0,0,1,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731714,Gille S./Verbeek S.,Seggerman R./Winegar T.,Perugia,06-06-2026 12:30,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4732755,Britt Du Pree,Joanna Garland,Hertogenbosch,06-06-2026 12:30,upcoming,,25.0,25.0,50.0,4,0,0,,1,,,0,0,0,,,,,,0,0,0,0,0,0,,,
2026-06-06,4731758,Lorenzo Sonego,Mert Alkaya,Stuttgart,06-06-2026 12:50,upcoming,,90.0,5.0,5.0,20,57,0,,0,1,0,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731762,Roman Safiullin,Petr Bar Biryukov,Stuttgart,06-06-2026 12:50,upcoming,,83.3,8.3,8.3,12,3,0,,0,1,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4731657,Jung J./Uesugi K.,Barrena A./Nava E.,Bad Rappenau,06-06-2026 13:00,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,0,1,1,,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4651607,Ekenäs IF,MP Mikkeli,Ykkosliiga,06-06-2026 13:00,upcoming,,52.9,11.8,35.3,17,6,3,-3,0,1,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4656304,Belgium,Tunisia,Friendly International,06-06-2026 13:00,upcoming,,62.7,11.5,25.9,10829,9810,7526,-2284,1,2,1,0,2,1,0.25,0.0,0.25,Stade Roi Baudouin,,0,0,0,0,0,0,,,
2026-06-06,4662055,Vestri,Volsungur,Inkasso Deildin,06-06-2026 13:00,upcoming,,57.9,22.8,19.3,57,4,2,-2,1,0,0,0,0,0,1.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4667751,Rovaniemi,Tampere United,Ykkonen,06-06-2026 13:00,upcoming,,50.0,18.8,31.2,16,14,47,33,2,1,0,1,1,1,0.6667,0.3333,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4685977,Lithuania,Latvia,Baltic Cup,06-06-2026 13:00,upcoming,,46.4,17.2,36.5,466,1500,1468,-32,0,1,0,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4688514,Osipovichy,FC Smorgon,Pershaya Liga,06-06-2026 13:00,upcoming,,12.5,37.5,50.0,8,1,4,3,0,1,0,2,1,0,0.0,0.6667,-0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4694627,OLS Oulu,SalPa Salo,Ykkonen,06-06-2026 13:00,upcoming,,40.0,20.0,40.0,15,1,3,2,2,0,0,1,1,2,1.0,0.25,0.75,,,0,0,0,0,0,0,,,
2026-06-06,4699699,Japan U20,Canada U20,Maurice Revello Tournament,06-06-2026 13:00,upcoming,,63.0,18.5,18.5,54,261,6,-255,0,2,2,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4714464,Central Espanol,Racing Club Montevideo,Uruguayan Championship,06-06-2026 13:00,upcoming,,41.9,14.9,43.2,148,20,228,208,1,0,1,2,2,1,0.5,0.4,0.1,,,0,0,0,0,0,0,,,
2026-06-06,4726285,South Korea (W),Kyrgyzstan (W),AVC Women's Cup,06-06-2026 13:00,upcoming,,60.0,20.0,20.0,5,30,0,,0,1,0,1,1,,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4727216,Benjamín Aceval,Tacuary,Division Intermedia,06-06-2026 13:00,upcoming,,50.0,16.7,33.3,30,1,139,138,0,1,1,2,2,2,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4727217,Sportivo Carapeguá,Independiente FBC,Division Intermedia,06-06-2026 13:00,upcoming,,46.2,7.7,46.2,13,11,89,78,2,1,0,0,1,0,0.6667,0.0,0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4727324,Milford,Cape Town City FC,Premier League,06-06-2026 13:00,upcoming,,51.4,25.7,23.0,74,1,90,89,1,1,2,0,0,1,0.25,0.0,0.25,,,0,0,0,0,0,0,,,
2026-06-06,4727377,Atlético Colegiales,Sportivo Iteno,APF Primera B,06-06-2026 13:00,upcoming,,33.3,33.3,33.3,3,4,18,14,1,2,0,3,1,0,0.3333,0.75,-0.4167,,,0,0,0,0,0,0,,,
2026-06-06,4727379,Sport Colombia,Olimpia De Itá,APF Primera B,06-06-2026 13:00,upcoming,,33.3,33.3,33.3,3,17,15,-2,2,1,2,2,2,2,0.4,0.3333,0.0667,,,0,0,0,0,0,0,,,
2026-06-06,4727380,29 De Septiembre,Atlántida,APF Primera B,06-06-2026 13:00,upcoming,,25.0,25.0,50.0,4,0,1,,2,1,2,0,2,1,0.4,0.0,0.4,,,0,0,0,0,0,0,,,
2026-06-06,4728771,Albania (W),Switzerland (W),European League (W),06-06-2026 13:00,upcoming,,20.0,20.0,60.0,5,0,3,,1,0,1,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729754,Fenix,CA River Plate,Segunda Division,06-06-2026 13:00,upcoming,,45.7,25.7,28.6,35,182,411,229,2,2,0,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4730090,General Diaz,Capitan Figari FBC,APF Primera C,06-06-2026 13:00,upcoming,,33.3,33.3,33.3,3,160,0,,0,1,0,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4730091,General Caballero CG,Sport Colonial,APF Primera C,06-06-2026 13:00,upcoming,,33.3,33.3,33.3,3,1,1,0,2,0,0,0,1,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4730092,Deportivo Pinozá,General Caballero ZC,APF Primera C,06-06-2026 13:00,upcoming,,14.3,14.3,71.4,7,0,1,,0,2,1,2,1,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731285,Albania,Estonia,European League (M),06-06-2026 13:00,upcoming,,33.3,33.3,33.3,3,0,9,,,,,0,1,0,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731305,Maja Chwalinska,Mirra Andreeva,Roland Garros - Women,06-06-2026 13:00,upcoming,,41.0,0.1,58.9,1567,0,32,,1,1,1,1,1,1,0.3333,0.3333,0.0,COURT PHILIPPE CHATRIER,,0,0,0,0,0,0,,,
2026-06-06,4731906,Donna Vekic,Carole Monnet,Queen's,06-06-2026 13:00,upcoming,,50.0,25.0,25.0,4,36,0,,0,1,0,0,1,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731913,Talia Gibson,Alina Charaeva,Queen's,06-06-2026 13:00,upcoming,,71.4,14.3,14.3,7,0,0,,0,0,0,0,1,0,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731752,Chandrasekar A./Yuzuki T.,Jones B./Paris J.,Birmingham,06-06-2026 13:10,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4730054,Platense,Salus Fc,Divisional C,06-06-2026 13:30,upcoming,,20.0,20.0,60.0,5,1,0,,0,0,1,2,2,1,0.0,0.4,-0.4,,,0,0,0,0,0,0,,,
2026-06-06,4728756,Orleans,Pau-orthez,LNB Pro B,06-06-2026 13:45,upcoming,,22.2,11.1,66.7,9,21,21,0,0,1,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4730104,Neptūnas,Lietkabelis,LKL League,06-06-2026 13:50,upcoming,,40.0,20.0,40.0,5,28,5,-23,0,1,0,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4662053,Fylkir,Throttur Reykjavik,Inkasso Deildin,06-06-2026 14:00,upcoming,,52.3,18.5,29.2,65,66,7,-59,0,1,1,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4668303,Brazil (W),Bulgaria (W),Volleyball Nations League (W),06-06-2026 14:00,upcoming,,93.7,0.1,6.2,842,379,32,-347,1,1,1,0,0,0,0.3333,,,Nilson Nelson Gymnasium,,0,0,0,0,0,0,,,
2026-06-06,4669778,Criciúma,Londrina,Brasileirão - Série B,06-06-2026 14:00,upcoming,,56.1,23.3,20.6,725,2084,1221,-863,1,2,2,0,0,1,0.2,0.0,0.2,,,0,0,0,0,0,0,,,
2026-06-06,4678160,Estonia (W),Sweden (W),European League (W),06-06-2026 14:00,upcoming,,50.0,25.0,25.0,4,3,5,2,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,,,
2026-06-06,4688515,FC Minsk II,Bumprom,Pershaya Liga,06-06-2026 14:00,upcoming,,25.0,50.0,25.0,4,2,0,,0,1,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731267,Azerbaijan,Greece,European League (M),06-06-2026 14:00,upcoming,,33.3,33.3,33.3,3,3,14,11,0,0,0,1,1,2,,0.25,,,,0,0,0,0,0,0,,,
2026-06-06,4731270,Iceland,Portugal,European League (M),06-06-2026 14:00,upcoming,,8.3,8.3,83.3,12,3,47,44,1,0,0,0,1,0,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731718,Club Deportivo Nueva Santa Cruz,Royal Pari,Copa Simón Bolívar,06-06-2026 14:00,upcoming,,25.0,25.0,50.0,4,5,240,235,0,0,1,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731742,Ciudad Nueva Santa Cruz Academia,Royal Pari,Copa Simón Bolívar,06-06-2026 14:00,upcoming,,20.0,20.0,60.0,5,2,240,238,0,1,0,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731744,Ruehl T./Veldheer M.,Dodig M./Mikrut L.,Bad Rappenau,06-06-2026 14:10,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,0,1,1,2,0.5,0.25,0.25,,,0,0,0,0,0,0,,,
2026-06-06,4728765,Bath Rugby,Leicester Tigers,Premiership Rugby (RU),06-06-2026 14:15,upcoming,,33.3,33.3,33.3,3,20,22,2,1,0,0,0,1,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4731681,Harlequins,Northampton Saints,Premiership Rugby (RU),06-06-2026 14:15,upcoming,,33.3,33.3,33.3,3,23,6,-17,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731682,Gloucester Rugby,Newcastle Falcons,Premiership Rugby (RU),06-06-2026 14:15,upcoming,,33.3,33.3,33.3,3,9,10,1,0,0,1,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4629967,Ukraine U17,Latvia U17,Euro U17 Qualification,06-06-2026 15:00,upcoming,,61.0,17.1,22.0,41,23,8,-15,0,1,2,2,1,0,0.0,0.6667,-0.6667,,,0,0,0,0,0,0,,,
