date,game_id,home,away,competition,time,status,score,vote_home,vote_draw,vote_away,vote_count,pop_rank_home,pop_rank_away,pop_rank_diff,trend_home_w,trend_home_d,trend_home_l,trend_away_w,trend_away_d,trend_away_l,trend_win_rate_home,trend_win_rate_away,trend_win_rate_diff,venue,attendance,goals_home,goals_away,yellow_home,yellow_away,red_home,red_away,fifa_rank_home,fifa_rank_away,fifa_rank_diff
2026-06-06,4682638,Defensores Pto. Vilelas,Boca Unidos,Federal A,06-06-2026 18:30,upcoming,,62.5,12.5,25.0,8,0,132,,0,0,0,1,0,2,,0.3333,,,,0,0,0,0,0,0,,,
2026-06-06,4709990,Toulouse Union,Cesson,Lidl Starligue,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,6,3,-3,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,
2026-06-06,4710344,Saint Raphaël,Mainvilliers-Chartres,Lidl Starligue,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,4,1,-3,1,1,1,1,2,0,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4712127,Selestat Handball,Dunkerque HB,Lidl Starligue,06-06-2026 18:30,upcoming,,20.0,20.0,60.0,5,3,22,19,1,1,0,0,2,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4727382,12 de Octubre SD,Martín Ledesma,APF Primera B,06-06-2026 18:30,upcoming,,60.0,20.0,20.0,5,0,9,,0,2,1,4,2,0,0.0,0.6667,-0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4727655,Parana,Paranavaí,Paranaense 2,06-06-2026 18:30,upcoming,,81.3,5.5,13.2,91,1281,0,,2,1,1,2,1,0,0.5,0.6667,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4729084,BC Oostende,Talenet Giants Antwerp,BNXT League,06-06-2026 18:30,upcoming,,50.0,16.7,33.3,6,23,20,-3,0,1,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4729794,CUBA,Belgrano Athletic,URBA Top 14,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,3,1,-2,1,1,0,1,2,1,0.5,0.25,0.25,,,0,0,0,0,0,0,,,
2026-06-06,4729795,CASI,SIC,URBA Top 14,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,3,2,-1,0,1,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4729796,Los Tilos,Newman,URBA Top 14,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,0,2,,1,2,1,1,1,1,0.25,0.3333,-0.0833,,,0,0,0,0,0,0,,,
2026-06-06,4729797,Atlético del Rosario,Alumni,URBA Top 14,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,0,3,,0,1,0,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729798,Regatas Bella Vista,Champagnat,URBA Top 14,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,
2026-06-06,4729799,La Plata,Hindu,URBA Top 14,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,0,1,,1,0,0,1,1,1,1.0,0.3333,0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4729800,Los Matreros,Buenos Aires,URBA Top 14,06-06-2026 18:30,upcoming,,33.3,33.3,33.3,3,0,1,,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4682637,CA Bartolomé Mitre (Posadas),Sarmiento de Resistencia,Federal A,06-06-2026 18:45,upcoming,,62.5,25.0,12.5,8,2,21,19,0,1,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4639646,Mercedes,Deportivo Paraguayo,Primera C,06-06-2026 19:00,upcoming,,12.5,50.0,37.5,8,5,21,16,2,1,0,2,0,0,0.6667,1.0,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4643893,San Martin,Nueva Chicago,Primera Nacional,06-06-2026 19:00,upcoming,,47.8,17.4,34.8,92,337,195,-142,0,1,1,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4659701,Las Vegas Aces,Golden State Valkyries,WNBA,06-06-2026 19:00,upcoming,,76.0,4.0,20.0,25,21,4,-17,1,1,0,0,1,0,0.5,0.0,0.5,Michelob Ultra Arena,,0,0,0,0,0,0,,,
2026-06-06,4683083,Santiago City,Atlético Colina,Segunda División,06-06-2026 19:00,upcoming,,55.6,5.6,38.9,18,4,8,4,2,2,2,0,1,1,0.3333,0.0,0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4695871,Decisão Futebol Clube,Treze-PB,Serie D,06-06-2026 19:00,upcoming,,19.3,13.6,67.0,176,17,483,466,1,0,0,0,1,1,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4695925,Imperatriz-MA,Tuna Luso,Serie D,06-06-2026 19:00,upcoming,,43.6,25.6,30.8,78,209,86,-123,1,0,0,1,2,1,1.0,0.25,0.75,,,0,0,0,0,0,0,,,
2026-06-06,4695926,Tocantinópolis,Oratorio,Serie D,06-06-2026 19:00,upcoming,,47.6,26.2,26.2,42,107,7,-100,0,0,1,0,2,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4695927,Trem,Águia de Marabá,Serie D,06-06-2026 19:00,upcoming,,23.3,35.6,41.1,73,97,433,336,0,1,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4697752,Academia del Balompie,Independiente Petrolero,División Profesional,06-06-2026 19:00,upcoming,,34.6,11.0,54.3,127,14,187,173,0,1,0,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4710297,Switzerland,Australia,Friendly International,06-06-2026 19:00,upcoming,,55.7,15.3,29.0,2862,5470,4423,-1047,1,2,0,0,1,1,0.3333,0.0,0.3333,Snapdragon Stadium,,0,0,0,0,0,0,,,
2026-06-06,4712129,Panama,Bosnia & Herzegovina,Friendly International,06-06-2026 19:00,upcoming,,48.6,14.8,36.6,2190,1925,2202,277,1,0,1,2,3,3,0.5,0.25,0.25,Energizer Park,,0,0,0,0,0,0,,,
2026-06-06,4727383,12 de Octubre de Itaguá,24 de Setiembre VP,APF Primera B,06-06-2026 19:00,upcoming,,50.0,25.0,25.0,4,75,2,-73,1,2,2,0,2,1,0.2,0.0,0.2,,,0,0,0,0,0,0,,,
2026-06-06,4727803,Vitoria,Fortaleza,Copa do Nordeste,06-06-2026 19:00,upcoming,,58.7,11.1,30.2,2374,4713,3441,-1272,1,0,1,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4728747,Castellon,Almeria,LaLiga 2,06-06-2026 19:00,upcoming,,35.8,16.8,47.4,947,135,1909,1774,1,1,2,1,0,0,0.25,1.0,-0.75,Nou Estadi Castalia,,0,0,0,0,0,0,,,
2026-06-06,4729061,Hidrocarburos de Caracas (W),Costaneras de Puerto Cabello (W),Superliga Femenina,06-06-2026 19:00,upcoming,,60.0,20.0,20.0,5,0,0,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4729882,Bolívar SC,Deportivo Miranda FC,Liga FUTVE 2,06-06-2026 19:00,upcoming,,60.0,10.0,30.0,10,2,5,3,2,0,1,0,2,1,0.6667,0.0,0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4730047,Basáñez,Deportivo LSM,Divisional C,06-06-2026 19:00,upcoming,,17.6,5.9,76.5,17,0,18,,1,0,1,1,2,2,0.5,0.2,0.3,,,0,0,0,0,0,0,,,
2026-06-06,4731319,UCAM Murcia,Barcelona,ACB,06-06-2026 19:00,upcoming,,18.1,0.9,81.0,116,87,1297,1210,1,0,1,0,1,0,0.5,0.0,0.5,Palacio de Deportes de Murcia,,0,0,0,0,0,0,,,
2026-06-06,4731720,Deportivo Fatic,CD Ingenio de Larecaja,Copa Simón Bolívar,06-06-2026 19:00,upcoming,,60.0,20.0,20.0,5,8,0,,1,1,1,1,2,0,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731721,I.N. San Juan FC,Real Santa Cruz,Copa Simón Bolívar,06-06-2026 19:00,upcoming,,45.5,18.2,36.4,11,1,54,53,2,1,1,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731731,Deportes Valdivia,Inter Concepcion,Tercera División B,06-06-2026 19:00,upcoming,,33.3,33.3,33.3,3,68,0,,2,1,2,0,0,1,0.4,0.0,0.4,,,0,0,0,0,0,0,,,
2026-06-06,4731732,Tricolor De Paine,CEFF Copiapo,Tercera División B,06-06-2026 19:00,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,2,0,0,2,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731741,Atletico Sucre,FC Tomina,Copa Simón Bolívar,06-06-2026 19:00,upcoming,,60.0,10.0,30.0,10,6,0,,2,1,1,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4731757,Club Hiska Nacional 1919,Club Torrez El Alto,Copa Simón Bolívar,06-06-2026 19:00,upcoming,,50.0,25.0,25.0,4,2,0,,1,0,1,0,1,0,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4728761,La Rochelle,Stade Français,Top 14,06-06-2026 19:05,upcoming,,33.3,33.3,33.3,3,9,15,6,1,1,1,1,1,1,0.3333,0.3333,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4728762,Bordeaux Begles,Clermont,Top 14,06-06-2026 19:05,upcoming,,33.3,33.3,33.3,3,5,15,10,0,1,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4731275,Lyon OU,Montpellier,Top 14,06-06-2026 19:05,upcoming,,33.3,33.3,33.3,3,9,6,-3,0,1,0,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4731276,Section Paloise,Montauban,Top 14,06-06-2026 19:05,upcoming,,33.3,33.3,33.3,3,4,1,-3,0,1,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4731277,Aviron Bayonnais,Perpignan,Top 14,06-06-2026 19:05,upcoming,,33.3,33.3,33.3,3,3,5,2,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731278,Castres Olympique,Toulon,Top 14,06-06-2026 19:05,upcoming,,33.3,33.3,33.3,3,6,17,11,0,0,0,1,0,0,,1.0,,,,0,0,0,0,0,0,,,
2026-06-06,4731599,Racing-Metro 92,Stade Toulousain,Top 14,06-06-2026 19:05,upcoming,,33.3,33.3,33.3,3,7,26,19,1,1,0,1,0,1,0.5,0.5,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4555388,Toronto Blue Jays,Baltimore Orioles,MLB,06-06-2026 19:07,upcoming,,55.2,3.4,41.4,29,248,206,-42,0,1,0,1,1,0,0.0,0.5,-0.5,Rogers Centre,,0,0,0,0,0,0,,,
2026-06-06,4643888,Atletico Rafaela,Colegiales,Primera Nacional,06-06-2026 19:30,upcoming,,50.0,33.3,16.7,54,346,34,-312,0,1,0,2,2,1,0.0,0.4,-0.4,,,0,0,0,0,0,0,,,
2026-06-06,4729880,Real Frontera,Barquisimeto SC,Liga FUTVE 2,06-06-2026 19:30,upcoming,,60.0,20.0,20.0,5,5,2,-3,0,0,0,0,0,1,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4671395,England,New Zealand,Friendly International,06-06-2026 20:00,upcoming,,84.9,8.7,6.4,10299,19025,477,-18548,0,2,1,0,1,0,0.0,0.0,0.0,Raymond James Stadium,,0,0,0,0,0,0,,,
2026-06-06,4683081,Provincial Osorno,Deportes Linares,Segunda División,06-06-2026 20:00,upcoming,,51.4,2.7,45.9,37,15,29,14,2,2,1,1,0,0,0.4,1.0,-0.6,,,0,0,0,0,0,0,,,
2026-06-06,4683275,Resende,CEAC/Araruama,"Carioca, Serie A2",06-06-2026 20:00,upcoming,,50.0,25.0,25.0,12,278,1,-277,2,1,1,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4688687,Atletico Oriente,Puente Alto,Tercera Division A,06-06-2026 20:00,upcoming,,20.0,20.0,60.0,5,0,1,,1,1,1,2,2,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4704208,Bolivia,Scotland,Friendly International,06-06-2026 20:00,upcoming,,53.4,10.6,35.9,4960,3900,2149,-1751,0,1,1,1,0,0,0.0,1.0,-1.0,Sports Illustrated Stadium,,0,0,0,0,0,0,,,
2026-06-06,4710300,Qatar,El Salvador,Friendly International,06-06-2026 20:00,upcoming,,69.0,12.0,19.0,5548,5512,448,-5064,0,0,2,0,1,1,0.0,0.0,0.0,BMO Stadium,,0,0,0,0,0,0,,,
2026-06-06,4727221,Fernando de la Mora,Guairena FC,Division Intermedia,06-06-2026 20:00,upcoming,,36.4,36.4,27.3,11,19,108,89,0,0,0,1,2,1,,0.25,,,,0,0,0,0,0,0,,,
2026-06-06,4728877,Metropolitan Fa,Ponce,LPR Pro,06-06-2026 20:00,upcoming,,28.6,28.6,42.9,14,1,0,,1,1,1,1,0,1,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4729875,Aragua FC,Monagas II,Liga FUTVE 2,06-06-2026 20:00,upcoming,,33.3,33.3,33.3,6,109,0,,1,1,2,1,1,0,0.25,0.5,-0.25,,,0,0,0,0,0,0,,,
2026-06-06,4729876,Maritimo,Dynamo Puerto FC,Liga FUTVE 2,06-06-2026 20:00,upcoming,,72.7,9.1,18.2,11,1,2,1,1,1,2,0,2,2,0.25,0.0,0.25,,,0,0,0,0,0,0,,,
2026-06-06,4729877,Yaracuyanos,Club Atletico Barinas,Liga FUTVE 2,06-06-2026 20:00,upcoming,,70.0,10.0,20.0,10,28,0,,2,1,0,1,0,1,0.6667,0.5,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4729879,Deportivo Lara,Ureña SC,Liga FUTVE 2,06-06-2026 20:00,upcoming,,84.2,10.5,5.3,19,357,13,-344,1,1,2,2,1,1,0.25,0.5,-0.25,,,0,0,0,0,0,0,,,
2026-06-06,4729965,Puente Alto (W),Gimnastico (W),National League Women,06-06-2026 20:00,upcoming,,33.3,33.3,33.3,3,0,0,,1,0,1,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731733,Deportes Vallenar,Jardín del Edén,Tercera División B,06-06-2026 20:00,upcoming,,50.0,25.0,25.0,4,15,0,,1,0,2,2,0,1,0.3333,0.6667,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4732754,Cabo Verde,Bermuda,Friendly International,06-06-2026 20:00,upcoming,,76.9,11.5,11.5,182,927,228,-699,1,3,0,0,2,0,0.25,0.0,0.25,,,0,0,0,0,0,0,,,
2026-06-06,4556026,Philadelphia Phillies,Chicago White Sox,MLB,06-06-2026 20:05,upcoming,,72.0,4.0,24.0,25,229,205,-24,1,1,1,0,1,0,0.3333,0.0,0.3333,Citizens Bank Park,,0,0,0,0,0,0,,,
2026-06-06,4555407,Atlanta Braves,Pittsburgh Pirates,MLB,06-06-2026 20:10,upcoming,,63.9,2.8,33.3,36,265,186,-79,1,0,1,0,1,0,0.5,0.0,0.5,Truist Park,,0,0,0,0,0,0,,,
2026-06-06,4555890,Arizona Diamondbacks,Washington Nationals,MLB,06-06-2026 20:10,upcoming,,42.1,5.3,52.6,19,192,179,-13,1,0,0,0,0,0,1.0,,,Chase Field,,0,0,0,0,0,0,,,
2026-06-06,4556161,Houston Astros,Athletics,MLB,06-06-2026 20:10,upcoming,,70.6,5.9,23.5,17,340,171,-169,0,1,0,0,1,1,0.0,0.0,0.0,Daikin Park,,0,0,0,0,0,0,,,
2026-06-06,4556259,Miami Marlins,Tampa Bay Rays,MLB,06-06-2026 20:10,upcoming,,24.1,3.4,72.4,29,192,192,0,0,1,1,1,0,0,0.0,1.0,-1.0,loanDepot park,,0,0,0,0,0,0,,,
2026-06-06,4668207,Canada (W),France (W),Volleyball Nations League (W),06-06-2026 20:30,upcoming,,55.0,5.0,40.0,20,31,32,1,1,0,1,0,0,0,0.5,,,Videotron Centre,,0,0,0,0,0,0,,,
2026-06-06,4726418,Unimed Campinas (W),Salvador Basketball (W),LBF,06-06-2026 20:30,upcoming,,33.3,33.3,33.3,3,18,0,,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4677433,LDU Portoviejo,Gualaceo SC,Serie B,06-06-2026 21:00,upcoming,,77.6,8.2,14.1,85,109,101,-8,1,1,3,1,1,0,0.2,0.5,-0.3,,,0,0,0,0,0,0,,,
2026-06-06,4688685,Quintero Unido,Naval,Tercera Division A,06-06-2026 21:00,upcoming,,33.3,6.7,60.0,15,1,30,29,0,2,1,0,0,1,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4688688,Comunal Cabrero,Cd Constitución Unido,Tercera Division A,06-06-2026 21:00,upcoming,,28.6,14.3,57.1,7,2,1,-1,2,1,0,0,1,1,0.6667,0.0,0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4729788,Ferro Carril Oeste (W),Juventud Unida (W),Liga de Honor Oro Women,06-06-2026 21:00,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4729789,Villa Modelo (W),Ca Lanus (W),Liga de Honor Oro Women,06-06-2026 21:00,upcoming,,33.3,33.3,33.3,3,0,1,,0,0,2,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4729966,Sergio Ceppi (W),Sportiva Italiana (W),National League Women,06-06-2026 21:00,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,0,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4730055,Chile U20,Brazil U20,U20 Friendly International,06-06-2026 21:00,upcoming,,33.3,7.2,59.5,348,393,1165,772,0,0,0,0,0,2,,0.0,,,,0,0,0,0,0,0,,,
2026-06-06,4705362,Brazil (W),USA (W),Friendly Women,06-06-2026 21:30,upcoming,,80.9,8.7,10.4,1341,4049,500,-3549,1,1,1,1,0,1,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4714459,Nacional,Juventud,Uruguayan Championship,06-06-2026 21:30,upcoming,,63.8,15.3,20.9,287,1504,117,-1387,0,1,1,0,2,2,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
2026-06-06,4729776,Colegio Ward,SAG Lomas de Zamora,Liga de Honor Oro,06-06-2026 21:30,upcoming,,33.3,33.3,33.3,3,0,0,,2,0,0,0,1,0,1.0,0.0,1.0,,,0,0,0,0,0,0,,,
2026-06-06,4729786,Sag Villa Ballester (W),Vicente Lopez (W),Liga de Honor Oro Women,06-06-2026 21:30,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729787,Argentinos Juniors (W),Esc. Mariano Acosta (W),Liga de Honor Oro Women,06-06-2026 21:30,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,1,0,1,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4729790,Bartolome Mitre (W),SEDALO (W),Liga de Honor Oro Women,06-06-2026 21:30,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,0,1,0,1,,0.5,,,,0,0,0,0,0,0,,,
2026-06-06,4729791,Cid Mariano Moreno (W),Universidad De Buenos Aires (W),Liga de Honor Oro Women,06-06-2026 21:30,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,1,1,1,0,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729792,River Plate (W),Manuel Dorrego (W),Liga de Honor Oro Women,06-06-2026 21:30,upcoming,,33.3,33.3,33.3,3,1,0,,1,1,1,1,1,0,0.3333,0.5,-0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4731734,Glorias Navales,Curacaví,Tercera División B,06-06-2026 21:30,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,2,2,1,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4643890,Tristan Suarez,Almagro,Primera Nacional,06-06-2026 22:00,upcoming,,59.6,29.8,10.6,47,45,86,41,2,2,1,1,0,0,0.4,1.0,-0.6,,,0,0,0,0,0,0,,,
2026-06-06,4659702,Atlanta Dream,Washington Mystics,WNBA,06-06-2026 22:00,upcoming,,61.5,7.7,30.8,13,20,17,-3,0,1,1,1,0,1,0.0,0.5,-0.5,Gateway Center Arena,,0,0,0,0,0,0,,,
2026-06-06,4675316,Brazil,Egypt,Friendly International,06-06-2026 22:00,upcoming,,44.2,8.4,47.4,112622,46314,15013,-31301,1,1,0,1,2,1,0.5,0.25,0.25,Huntington Bank Field,,0,0,0,0,0,0,,,
2026-06-06,4684783,Deportes Rengo,Lota Schwager,Segunda División,06-06-2026 22:00,upcoming,,53.8,3.8,42.3,26,8,41,33,2,1,1,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4705488,Nublense,U. De Concepción,Copa de la Liga,06-06-2026 22:00,upcoming,,65.1,14.1,20.9,249,543,590,47,1,2,0,2,2,1,0.3333,0.4,-0.0667,,,0,0,0,0,0,0,,,
2026-06-06,4705490,Universidad Catolica,Cobresal,Copa de la Liga,06-06-2026 22:00,upcoming,,76.8,7.9,15.4,456,1982,621,-1361,1,1,0,0,0,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4712158,Venezuela,Turkiye,Friendly International,06-06-2026 22:00,upcoming,,28.1,10.6,61.4,4448,3498,4261,763,4,1,0,1,1,1,0.8,0.3333,0.4667,Chase Stadium,,0,0,0,0,0,0,,,
2026-06-06,4727218,12 De Junio Vh,Deportivo Capiata,Division Intermedia,06-06-2026 22:00,upcoming,,58.3,25.0,16.7,24,3,115,112,1,2,1,1,0,1,0.25,0.5,-0.25,,,0,0,0,0,0,0,,,
2026-06-06,4728015,Paisas,Toros del Valle,LBP,06-06-2026 22:00,upcoming,,46.2,7.7,46.2,13,12,2,-10,0,0,1,1,1,1,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4729915,Quimsa,Gimnasia y Esgrima (CR),Liga Nacional,06-06-2026 22:00,upcoming,,62.5,6.2,31.2,16,22,24,2,1,0,1,1,0,0,0.5,1.0,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729782,San Fernando Handball,Estudiantes de La Plata,Liga de Honor Oro,06-06-2026 22:45,upcoming,,33.3,33.3,33.3,3,0,0,,1,1,1,0,0,0,0.3333,,,,,0,0,0,0,0,0,,,
2026-06-06,4729785,Circulo Deportivo Comunitario (W),Sag Lomas De Zamora (W),Liga de Honor Oro Women,06-06-2026 22:45,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,0,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4659263,Chattanooga FC,New York Red Bulls II,MLS Next Pro,06-06-2026 23:00,upcoming,,22.2,11.1,66.7,9,3,3,0,0,1,1,3,0,1,0.0,0.75,-0.75,,,0,0,0,0,0,0,,,
2026-06-06,4659264,Atlanta United II,Chicago Fire II,MLS Next Pro,06-06-2026 23:00,upcoming,,60.0,20.0,20.0,5,10,2,-8,0,1,0,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4664883,Cavalry,HFX Wanderers,Canadian Premier League,06-06-2026 23:00,upcoming,,52.2,34.8,13.0,23,24,6,-18,0,1,1,1,2,0,0.0,0.3333,-0.3333,,,0,0,0,0,0,0,,,
2026-06-06,4665223,Supra du Québec,Pacific,Canadian Premier League,06-06-2026 23:00,upcoming,,42.1,31.6,26.3,19,0,17,,1,2,0,2,0,0,0.3333,1.0,-0.6667,,,0,0,0,0,0,0,,,
2026-06-06,4683754,Scarborough Shooting Stars,Calgary Surge,CEBL,06-06-2026 23:00,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4711594,Mexico (W),Costa Rica (W),NORCECA Final Four (W),06-06-2026 23:00,upcoming,,40.0,20.0,40.0,5,12,3,-9,0,1,1,1,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4727484,Cocodrilos De Caracas,Guaiqueríes de Margarita,Superliga,06-06-2026 23:00,upcoming,,60.0,2.9,37.1,35,22,8,-14,0,0,0,1,1,1,,0.3333,,,,0,0,0,0,0,0,,,
2026-06-06,4727954,Ottawa Redblacks,Edmonton Elks,CFL,06-06-2026 23:00,upcoming,,62.5,12.5,25.0,8,6,27,21,1,0,0,0,0,0,1.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4728115,Colegio de Abogados Seminario,Grecia AGB,Costa Rica Championship,06-06-2026 23:00,upcoming,,50.0,25.0,25.0,4,0,0,,1,0,1,0,0,0,0.5,,,,,0,0,0,0,0,0,,,
2026-06-06,4729967,Azul y Rojo (W),Universidad De Concepcion (W),National League Women,06-06-2026 23:00,upcoming,,33.3,33.3,33.3,3,0,0,,1,0,0,1,1,0,1.0,0.5,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731736,Audax de Paipote,Municipal Ovalle,Tercera División B,06-06-2026 23:00,upcoming,,33.3,33.3,33.3,3,0,0,,2,1,1,0,1,1,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4731737,Deportes Ovalle,Unión Compañías,Tercera División B,06-06-2026 23:00,upcoming,,33.3,33.3,33.3,3,0,1,,2,1,0,2,0,2,0.6667,0.5,0.1667,,,0,0,0,0,0,0,,,
2026-06-06,4729777,SAG Villa Ballester,Municipalidad Vicente López,Liga de Honor Oro,06-06-2026 23:15,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,2,2,0,0,0.0,1.0,-1.0,,,0,0,0,0,0,0,,,
2026-06-06,4729778,Argentinos Juniors,Asociación Alemana de Quilmes,Liga de Honor Oro,06-06-2026 23:15,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,1,1,0,1,0.0,0.5,-0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729780,Vélez Sarsfield,Sag Polvorines,Liga de Honor Oro,06-06-2026 23:15,upcoming,,33.3,33.3,33.3,3,0,0,,0,0,1,0,0,0,0.0,,,,,0,0,0,0,0,0,,,
2026-06-06,4729781,Bartolome Mitre,SEDALO,Liga de Honor Oro,06-06-2026 23:15,upcoming,,33.3,33.3,33.3,3,0,0,,1,0,0,1,0,1,1.0,0.5,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4729784,River Plate,Escuela Manuel Dorrego,Liga de Honor Oro,06-06-2026 23:15,upcoming,,33.3,33.3,33.3,3,1,0,,1,0,1,0,1,2,0.5,0.0,0.5,,,0,0,0,0,0,0,,,
2026-06-06,4555867,New York Yankees,Boston Red Sox,MLB,06-06-2026 23:35,upcoming,,70.2,2.1,27.7,47,1319,611,-708,0,1,0,1,0,1,0.0,0.5,-0.5,Yankee Stadium,,0,0,0,0,0,0,,,
2026-06-06,4555944,Texas Rangers,Cleveland Guardians,MLB,06-06-2026 23:35,upcoming,,64.3,7.1,28.6,14,218,207,-11,0,1,1,0,1,1,0.0,0.0,0.0,Globe Life Field,,0,0,0,0,0,0,,,
2026-06-06,4705660,Lomas Voley,Vélez Sarsfield,Division de Honor,06-06-2026 23:55,upcoming,,33.3,33.3,33.3,3,0,0,,0,1,1,0,1,0,0.0,0.0,0.0,,,0,0,0,0,0,0,,,
